#Rg Ree A
1.0579536250000001 7.876415068749999 inf
1.0579536250000001 8.00336843125 inf
1.0579536250000001 8.13032179375 inf
1.0579536250000001 8.25727515625 inf
1.0579536250000001 8.38422851875 inf
1.0579536250000001 8.51118188125 inf
1.0579536250000001 8.63813524375 inf
1.0579536250000001 8.76508860625 inf
1.0579536250000001 8.89204196875 inf
1.0579536250000001 9.01899533125 inf
1.0579536250000001 9.14594869375 inf
1.0579536250000001 9.27290205625 inf
1.0579536250000001 9.39985541875 inf
1.0579536250000001 9.52680878125 inf
1.0579536250000001 9.653762143749999 inf
1.0579536250000001 9.780715506249999 inf
1.0579536250000001 9.90766886875 inf
1.0579536250000001 10.03462223125 inf
1.0579536250000001 10.16157559375 inf
1.0579536250000001 10.28852895625 inf
1.0579536250000001 10.41548231875 inf
1.090744675 0.38616668125000003 inf
1.090744675 0.5131200437500001 inf
1.090744675 0.64007340625 22.09101477214639
1.090744675 0.7670267687500001 22.09101477214639
1.090744675 0.89398013125 inf
1.090744675 1.0209334937499999 20.29301316648367
1.090744675 1.14788685625 22.091014772146394
1.090744675 1.27484021875 20.293013166483675
1.090744675 1.4017935812500002 15.870951167156152
1.090744675 1.52874694375 14.072949561493422
1.090744675 1.65570030625 11.841615005945165
1.090744675 1.78265366875 10.536580424778274
1.090744675 1.9096070312500002 8.439764828213164
1.090744675 2.0365603937500003 7.152607855565483
1.090744675 2.16351375625 6.57541771340703
1.090744675 2.29046711875 3.869299975918635
1.090744675 2.41742048125 -0.7256219563224321
1.090744675 2.5443738437500003 -3.126830958994543
1.090744675 2.67132720625 -4.908291534775862
1.090744675 2.79828056875 2.3244215041489147
1.090744675 2.92523393125 inf
1.090744675 3.0521872937500003 inf
1.090744675 3.17914065625 inf
1.090744675 3.30609401875 inf
1.090744675 3.43304738125 inf
1.090744675 3.5600007437500003 inf
1.090744675 3.68695410625 inf
1.090744675 3.81390746875 inf
1.090744675 3.94086083125 inf
1.090744675 4.067814193749999 inf
1.090744675 4.1947675562499995 inf
1.090744675 4.32172091875 inf
1.090744675 4.44867428125 inf
1.090744675 4.57562764375 inf
1.090744675 4.70258100625 inf
1.090744675 4.82953436875 inf
1.090744675 4.95648773125 inf
1.090744675 5.083441093749999 inf
1.090744675 5.2103944562499995 inf
1.090744675 5.33734781875 inf
1.090744675 5.46430118125 inf
1.090744675 5.59125454375 inf
1.090744675 5.71820790625 inf
1.090744675 5.845161268749999 inf
1.090744675 5.972114631249999 inf
1.090744675 6.099067993749999 inf
1.090744675 6.2260213562499995 inf
1.090744675 6.35297471875 inf
1.090744675 6.47992808125 inf
1.090744675 6.60688144375 inf
1.090744675 6.73383480625 inf
1.090744675 6.86078816875 inf
1.090744675 6.98774153125 inf
1.090744675 7.114694893749999 inf
1.090744675 7.2416482562499995 inf
1.090744675 7.36860161875 inf
1.090744675 7.49555498125 inf
1.090744675 7.62250834375 inf
1.090744675 7.74946170625 inf
1.090744675 7.876415068749999 inf
1.090744675 8.00336843125 inf
1.090744675 8.13032179375 inf
1.090744675 8.25727515625 inf
1.090744675 8.38422851875 inf
1.090744675 8.51118188125 inf
1.090744675 8.63813524375 inf
1.090744675 8.76508860625 inf
1.090744675 8.89204196875 inf
1.090744675 9.01899533125 inf
1.090744675 9.14594869375 inf
1.090744675 9.27290205625 inf
1.090744675 9.39985541875 inf
1.090744675 9.52680878125 inf
1.090744675 9.653762143749999 inf
1.090744675 9.780715506249999 inf
1.090744675 9.90766886875 inf
1.090744675 10.03462223125 inf
1.090744675 10.16157559375 inf
1.090744675 10.28852895625 inf
1.090744675 10.41548231875 inf
1.123535725 0.38616668125000003 inf
1.123535725 0.5131200437500001 inf
1.123535725 0.64007340625 inf
1.123535725 0.7670267687500001 18.495011560820934
1.123535725 0.89398013125 22.091014772146377
1.123535725 1.0209334937499999 20.293013166483654
1.123535725 1.14788685625 22.091014772146377
1.123535725 1.27484021875 19.241249650934538
1.123535725 1.4017935812500002 17.44324804527182
1.123535725 1.52874694375 15.870951167156123
1.123535725 1.65570030625 14.899008349495494
1.123535725 1.78265366875 13.847244833946377
1.123535725 1.9096070312500002 12.795481318397258
1.123535725 2.0365603937500003 12.21665408688183
1.123535725 2.16351375625 10.278403839395105
1.123535725 2.29046711875 8.664248002641305
1.123535725 2.41742048125 6.284489782881935
1.123535725 2.5443738437500003 4.5248306422362345
1.123535725 2.67132720625 3.6187137885085305
1.123535725 2.79828056875 10.476946350167973
1.123535725 2.92523393125 22.091014772146377
1.123535725 3.0521872937500003 inf
1.123535725 3.17914065625 inf
1.123535725 3.30609401875 inf
1.123535725 3.43304738125 inf
1.123535725 3.5600007437500003 inf
1.123535725 3.68695410625 inf
1.123535725 3.81390746875 inf
1.123535725 3.94086083125 inf
1.123535725 4.067814193749999 inf
1.123535725 4.1947675562499995 inf
1.123535725 4.32172091875 inf
1.123535725 4.44867428125 inf
1.123535725 4.57562764375 inf
1.123535725 4.70258100625 inf
1.123535725 4.82953436875 inf
1.123535725 4.95648773125 inf
1.123535725 5.083441093749999 inf
1.123535725 5.2103944562499995 inf
1.123535725 5.33734781875 inf
1.123535725 5.46430118125 inf
1.123535725 5.59125454375 inf
1.123535725 5.71820790625 inf
1.123535725 5.845161268749999 inf
1.123535725 5.972114631249999 inf
1.123535725 6.099067993749999 inf
1.123535725 6.2260213562499995 inf
1.123535725 6.35297471875 inf
1.123535725 6.47992808125 inf
1.123535725 6.60688144375 inf
1.123535725 6.73383480625 inf
1.123535725 6.86078816875 inf
1.123535725 6.98774153125 inf
1.123535725 7.114694893749999 inf
1.123535725 7.2416482562499995 inf
1.123535725 7.36860161875 inf
1.123535725 7.49555498125 inf
1.123535725 7.62250834375 inf
1.123535725 7.74946170625 inf
1.123535725 7.876415068749999 inf
1.123535725 8.00336843125 inf
1.123535725 8.13032179375 inf
1.123535725 8.25727515625 inf
1.123535725 8.38422851875 inf
1.123535725 8.51118188125 inf
1.123535725 8.63813524375 inf
1.123535725 8.76508860625 inf
1.123535725 8.89204196875 inf
1.123535725 9.01899533125 inf
1.123535725 9.14594869375 inf
1.123535725 9.27290205625 inf
1.123535725 9.39985541875 inf
1.123535725 9.52680878125 inf
1.123535725 9.653762143749999 inf
1.123535725 9.780715506249999 inf
1.123535725 9.90766886875 inf
1.123535725 10.03462223125 inf
1.123535725 10.16157559375 inf
1.123535725 10.28852895625 inf
1.123535725 10.41548231875 inf
1.1563267750000001 0.38616668125000003 inf
1.1563267750000001 0.5131200437500001 22.091014772146377
1.1563267750000001 0.64007340625 22.091014772146377
1.1563267750000001 0.7670267687500001 18.495011560820934
1.1563267750000001 0.89398013125 20.293013166483654
1.1563267750000001 1.0209334937499999 17.443248045271815
1.1563267750000001 1.14788685625 17.91618432930552
1.1563267750000001 1.27484021875 17.043386114621665
1.1563267750000001 1.4017935812500002 15.870951167156132
1.1563267750000001 1.52874694375 15.870951167156123
1.1563267750000001 1.65570030625 14.593482924059979
1.1563267750000001 1.78265366875 14.320181117980077
1.1563267750000001 1.9096070312500002 13.447382903296223
1.1563267750000001 2.0365603937500003 12.522179512317349
1.1563267750000001 2.16351375625 11.470415996768239
1.1563267750000001 2.29046711875 9.921808488776207
1.1563267750000001 2.41742048125 8.693725228939947
1.1563267750000001 2.5443738437500003 7.78935703431429
1.1563267750000001 2.67132720625 7.588173456284581
1.1563267750000001 2.79828056875 15.870951167156132
1.1563267750000001 2.92523393125 inf
1.1563267750000001 3.0521872937500003 inf
1.1563267750000001 3.17914065625 inf
1.1563267750000001 3.30609401875 inf
1.1563267750000001 3.43304738125 inf
1.1563267750000001 3.5600007437500003 inf
1.1563267750000001 3.68695410625 inf
1.1563267750000001 3.81390746875 inf
1.1563267750000001 3.94086083125 inf
1.1563267750000001 4.067814193749999 inf
1.1563267750000001 4.1947675562499995 inf
1.1563267750000001 4.32172091875 inf
1.1563267750000001 4.44867428125 inf
1.1563267750000001 4.57562764375 inf
1.1563267750000001 4.70258100625 inf
1.1563267750000001 4.82953436875 inf
1.1563267750000001 4.95648773125 inf
1.1563267750000001 5.083441093749999 inf
1.1563267750000001 5.2103944562499995 inf
1.1563267750000001 5.33734781875 inf
1.1563267750000001 5.46430118125 inf
1.1563267750000001 5.59125454375 inf
1.1563267750000001 5.71820790625 inf
1.1563267750000001 5.845161268749999 inf
1.1563267750000001 5.972114631249999 inf
1.1563267750000001 6.099067993749999 inf
1.1563267750000001 6.2260213562499995 inf
1.1563267750000001 6.35297471875 inf
1.1563267750000001 6.47992808125 inf
1.1563267750000001 6.60688144375 inf
1.1563267750000001 6.73383480625 inf
1.1563267750000001 6.86078816875 inf
1.1563267750000001 6.98774153125 inf
1.1563267750000001 7.114694893749999 inf
1.1563267750000001 7.2416482562499995 inf
1.1563267750000001 7.36860161875 inf
1.1563267750000001 7.49555498125 inf
1.1563267750000001 7.62250834375 inf
1.1563267750000001 7.74946170625 inf
1.1563267750000001 7.876415068749999 inf
1.1563267750000001 8.00336843125 inf
1.1563267750000001 8.13032179375 inf
1.1563267750000001 8.25727515625 inf
1.1563267750000001 8.38422851875 inf
1.1563267750000001 8.51118188125 inf
1.1563267750000001 8.63813524375 inf
1.1563267750000001 8.76508860625 inf
1.1563267750000001 8.89204196875 inf
1.1563267750000001 9.01899533125 inf
1.1563267750000001 9.14594869375 inf
1.1563267750000001 9.27290205625 inf
1.1563267750000001 9.39985541875 inf
1.1563267750000001 9.52680878125 inf
1.1563267750000001 9.653762143749999 inf
1.1563267750000001 9.780715506249999 inf
1.1563267750000001 9.90766886875 inf
1.1563267750000001 10.03462223125 inf
1.1563267750000001 10.16157559375 inf
1.1563267750000001 10.28852895625 inf
1.1563267750000001 10.41548231875 inf
1.1891178249999999 0.38616668125000003 inf
1.1891178249999999 0.5131200437500001 19.241249650934535
1.1891178249999999 0.64007340625 20.293013166483654
1.1891178249999999 0.7670267687500001 17.04338611462166
1.1891178249999999 0.89398013125 19.241249650934535
1.1891178249999999 1.0209334937499999 22.091014772146373
1.1891178249999999 1.14788685625 17.44324804527182
1.1891178249999999 1.27484021875 19.241249650934538
1.1891178249999999 1.4017935812500002 15.870951167156132
1.1891178249999999 1.52874694375 16.11818272364279
1.1891178249999999 1.65570030625 14.072949561493413
1.1891178249999999 1.78265366875 13.54171940851086
1.1891178249999999 1.9096070312500002 12.868555671780804
1.1891178249999999 2.0365603937500003 12.522179512317349
1.1891178249999999 2.16351375625 11.603469161024124
1.1891178249999999 2.29046711875 10.41865248121912
1.1891178249999999 2.41742048125 9.128406044795023
1.1891178249999999 2.5443738437500003 8.753704039812284
1.1891178249999999 2.67132720625 8.830682032758721
1.1891178249999999 2.79828056875 16.3914845297227
1.1891178249999999 2.92523393125 inf
1.1891178249999999 3.0521872937500003 22.09101477214637
1.1891178249999999 3.17914065625 22.091014772146377
1.1891178249999999 3.30609401875 inf
1.1891178249999999 3.43304738125 20.293013166483657
1.1891178249999999 3.5600007437500003 inf
1.1891178249999999 3.68695410625 inf
1.1891178249999999 3.81390746875 inf
1.1891178249999999 3.94086083125 inf
1.1891178249999999 4.067814193749999 22.09101477214636
1.1891178249999999 4.1947675562499995 inf
1.1891178249999999 4.32172091875 inf
1.1891178249999999 4.44867428125 inf
1.1891178249999999 4.57562764375 inf
1.1891178249999999 4.70258100625 inf
1.1891178249999999 4.82953436875 inf
1.1891178249999999 4.95648773125 inf
1.1891178249999999 5.083441093749999 inf
1.1891178249999999 5.2103944562499995 inf
1.1891178249999999 5.33734781875 inf
1.1891178249999999 5.46430118125 inf
1.1891178249999999 5.59125454375 inf
1.1891178249999999 5.71820790625 inf
1.1891178249999999 5.845161268749999 inf
1.1891178249999999 5.972114631249999 inf
1.1891178249999999 6.099067993749999 inf
1.1891178249999999 6.2260213562499995 inf
1.1891178249999999 6.35297471875 inf
1.1891178249999999 6.47992808125 inf
1.1891178249999999 6.60688144375 inf
1.1891178249999999 6.73383480625 inf
1.1891178249999999 6.86078816875 inf
1.1891178249999999 6.98774153125 inf
1.1891178249999999 7.114694893749999 inf
1.1891178249999999 7.2416482562499995 inf
1.1891178249999999 7.36860161875 inf
1.1891178249999999 7.49555498125 inf
1.1891178249999999 7.62250834375 inf
1.1891178249999999 7.74946170625 inf
1.1891178249999999 7.876415068749999 inf
1.1891178249999999 8.00336843125 inf
1.1891178249999999 8.13032179375 inf
1.1891178249999999 8.25727515625 inf
1.1891178249999999 8.38422851875 inf
1.1891178249999999 8.51118188125 inf
1.1891178249999999 8.63813524375 inf
1.1891178249999999 8.76508860625 inf
1.1891178249999999 8.89204196875 inf
1.1891178249999999 9.01899533125 inf
1.1891178249999999 9.14594869375 inf
1.1891178249999999 9.27290205625 inf
1.1891178249999999 9.39985541875 inf
1.1891178249999999 9.52680878125 inf
1.1891178249999999 9.653762143749999 inf
1.1891178249999999 9.780715506249999 inf
1.1891178249999999 9.90766886875 inf
1.1891178249999999 10.03462223125 inf
1.1891178249999999 10.16157559375 inf
1.1891178249999999 10.28852895625 inf
1.1891178249999999 10.41548231875 inf
1.221908875 0.38616668125000003 inf
1.221908875 0.5131200437500001 20.29301316648367
1.221908875 0.64007340625 22.09101477214639
1.221908875 0.7670267687500001 19.241249650934552
1.221908875 0.89398013125 20.29301316648367
1.221908875 1.0209334937499999 17.44324804527183
1.221908875 1.14788685625 17.043386114621683
1.221908875 1.27484021875 15.437618217270607
1.221908875 1.4017935812500002 16.118182723642818
1.221908875 1.52874694375 15.066419208093688
1.221908875 1.65570030625 13.95764311184109
1.221908875 1.78265366875 13.35635714262804
1.221908875 1.9096070312500002 12.94374841482886
1.221908875 2.0365603937500003 11.995757457096959
1.221908875 2.16351375625 11.184176667610048
1.221908875 2.29046711875 10.56691957765072
1.221908875 2.41742048125 9.629537910781758
1.221908875 2.5443738437500003 9.025320903968717
1.221908875 2.67132720625 9.672414391105526
1.221908875 2.79828056875 16.118182723642818
1.221908875 2.92523393125 22.091014772146394
1.221908875 3.0521872937500003 inf
1.221908875 3.17914065625 inf
1.221908875 3.30609401875 20.293013166483675
1.221908875 3.43304738125 inf
1.221908875 3.5600007437500003 inf
1.221908875 3.68695410625 inf
1.221908875 3.81390746875 22.091014772146394
1.221908875 3.94086083125 22.091014772146394
1.221908875 4.067814193749999 inf
1.221908875 4.1947675562499995 inf
1.221908875 4.32172091875 inf
1.221908875 4.44867428125 inf
1.221908875 4.57562764375 inf
1.221908875 4.70258100625 inf
1.221908875 4.82953436875 inf
1.221908875 4.95648773125 inf
1.221908875 5.083441093749999 inf
1.221908875 5.2103944562499995 inf
1.221908875 5.33734781875 inf
1.221908875 5.46430118125 inf
1.221908875 5.59125454375 inf
1.221908875 5.71820790625 inf
1.221908875 5.845161268749999 inf
1.221908875 5.972114631249999 inf
1.221908875 6.099067993749999 inf
1.221908875 6.2260213562499995 inf
1.221908875 6.35297471875 inf
1.221908875 6.47992808125 inf
1.221908875 6.60688144375 inf
1.221908875 6.73383480625 inf
1.221908875 6.86078816875 inf
1.221908875 6.98774153125 inf
1.221908875 7.114694893749999 inf
1.221908875 7.2416482562499995 inf
1.221908875 7.36860161875 inf
1.221908875 7.49555498125 inf
1.221908875 7.62250834375 inf
1.221908875 7.74946170625 inf
1.221908875 7.876415068749999 inf
1.221908875 8.00336843125 inf
1.221908875 8.13032179375 inf
1.221908875 8.25727515625 inf
1.221908875 8.38422851875 inf
1.221908875 8.51118188125 inf
1.221908875 8.63813524375 inf
1.221908875 8.76508860625 inf
1.221908875 8.89204196875 inf
1.221908875 9.01899533125 inf
1.221908875 9.14594869375 inf
1.221908875 9.27290205625 inf
1.221908875 9.39985541875 inf
1.221908875 9.52680878125 inf
1.221908875 9.653762143749999 inf
1.221908875 9.780715506249999 inf
1.221908875 9.90766886875 inf
1.221908875 10.03462223125 inf
1.221908875 10.16157559375 inf
1.221908875 10.28852895625 inf
1.221908875 10.41548231875 inf
1.2546999250000002 0.38616668125000003 inf
1.2546999250000002 0.5131200437500001 20.293013166483654
1.2546999250000002 0.64007340625 inf
1.2546999250000002 0.7670267687500001 17.04338611462166
1.2546999250000002 0.89398013125 16.69700995515821
1.2546999250000002 1.0209334937499999 17.043386114621658
1.2546999250000002 1.14788685625 15.437618217270588
1.2546999250000002 1.27484021875 15.645246439609098
1.2546999250000002 1.4017935812500002 16.697009955158215
1.2546999250000002 1.52874694375 14.320181117980068
1.2546999250000002 1.65570030625 13.957643111841072
1.2546999250000002 1.78265366875 14.899008349495494
1.2546999250000002 1.9096070312500002 12.58785309605875
1.2546999250000002 2.0365603937500003 11.943352280801928
1.2546999250000002 2.16351375625 12.21665408688184
1.2546999250000002 2.29046711875 10.78985149039603
1.2546999250000002 2.41742048125 9.828322046816764
1.2546999250000002 2.5443738437500003 10.093983293617002
1.2546999250000002 2.67132720625 10.66012605975881
1.2546999250000002 2.79828056875 15.870951167156132
1.2546999250000002 2.92523393125 17.91618432930552
1.2546999250000002 3.0521872937500003 19.241249650934527
1.2546999250000002 3.17914065625 20.293013166483657
1.2546999250000002 3.30609401875 17.44324804527182
1.2546999250000002 3.43304738125 inf
1.2546999250000002 3.5600007437500003 22.091014772146377
1.2546999250000002 3.68695410625 22.09101477214637
1.2546999250000002 3.81390746875 inf
1.2546999250000002 3.94086083125 22.091014772146377
1.2546999250000002 4.067814193749999 inf
1.2546999250000002 4.1947675562499995 inf
1.2546999250000002 4.32172091875 inf
1.2546999250000002 4.44867428125 inf
1.2546999250000002 4.57562764375 inf
1.2546999250000002 4.70258100625 inf
1.2546999250000002 4.82953436875 inf
1.2546999250000002 4.95648773125 inf
1.2546999250000002 5.083441093749999 inf
1.2546999250000002 5.2103944562499995 inf
1.2546999250000002 5.33734781875 inf
1.2546999250000002 5.46430118125 inf
1.2546999250000002 5.59125454375 inf
1.2546999250000002 5.71820790625 inf
1.2546999250000002 5.845161268749999 inf
1.2546999250000002 5.972114631249999 inf
1.2546999250000002 6.099067993749999 inf
1.2546999250000002 6.2260213562499995 inf
1.2546999250000002 6.35297471875 inf
1.2546999250000002 6.47992808125 inf
1.2546999250000002 6.60688144375 inf
1.2546999250000002 6.73383480625 inf
1.2546999250000002 6.86078816875 inf
1.2546999250000002 6.98774153125 inf
1.2546999250000002 7.114694893749999 inf
1.2546999250000002 7.2416482562499995 inf
1.2546999250000002 7.36860161875 inf
1.2546999250000002 7.49555498125 inf
1.2546999250000002 7.62250834375 inf
1.2546999250000002 7.74946170625 inf
1.2546999250000002 7.876415068749999 inf
1.2546999250000002 8.00336843125 inf
1.2546999250000002 8.13032179375 inf
1.2546999250000002 8.25727515625 inf
1.2546999250000002 8.38422851875 inf
1.2546999250000002 8.51118188125 inf
1.2546999250000002 8.63813524375 inf
1.2546999250000002 8.76508860625 inf
1.2546999250000002 8.89204196875 inf
1.2546999250000002 9.01899533125 inf
1.2546999250000002 9.14594869375 inf
1.2546999250000002 9.27290205625 inf
1.2546999250000002 9.39985541875 inf
1.2546999250000002 9.52680878125 inf
1.2546999250000002 9.653762143749999 inf
1.2546999250000002 9.780715506249999 inf
1.2546999250000002 9.90766886875 inf
1.2546999250000002 10.03462223125 inf
1.2546999250000002 10.16157559375 inf
1.2546999250000002 10.28852895625 inf
1.2546999250000002 10.41548231875 inf
1.2874909749999999 0.38616668125000003 22.091014772146377
1.2874909749999999 0.5131200437500001 18.495011560820934
1.2874909749999999 0.64007340625 17.916184329305516
1.2874909749999999 0.7670267687500001 17.04338611462166
1.2874909749999999 0.89398013125 17.04338611462166
1.2874909749999999 1.0209334937499999 17.916184329305512
1.2874909749999999 1.14788685625 16.118182723642796
1.2874909749999999 1.27484021875 16.3914845297227
1.2874909749999999 1.4017935812500002 13.54171940851086
1.2874909749999999 1.52874694375 14.193620993409816
1.2874909749999999 1.65570030625 13.847244833946377
1.2874909749999999 1.78265366875 12.94374841482884
